,listing_id,id,date,reviewer_id,reviewer_name,comments,Rating
686628,17386176,177695985,2017-08-03,121938890,David,Wen's place is a clean cozy and safe location especially if you have business near Columbia University Our family of three stayed here one night while touring Columbia with our daughter The apartment is a close walk to the university and a block from the subway (We had no problem catching the subway to Times Square from Wen's apartment) Wen was very flexible about the check-in and check-out times too This apartment is a well priced alternative if you don't mind sharing the bathroom with other visitors using the adjacent rooms (was not a problem for us),4
331223,1179080,116710310,2016-12-02,17367880,Alex,The flat is amazingly situated in the heart of Hells Kitchen  It has a railroad configuration meaning sitting area first kitchen then area with bed bathroom and then table area and closet Hector was lovely at checkin,5
343210,4739407,57164658,2015-12-22,21897684,Sandra,Nice private and quiet place  Very comfortable bed and easy to get a really good nights sleep Juan-Pablo was great - very communicative by text and email  Sound system works well  There is even a tv with Hulu Netflix YouTube HboGo etc - however you will need to put in your account info  Can't really comment on how close it is to the subway but practically right next door to the Brooklyn Children's Museum,5
343526,832005,107393524,2016-10-10,45560050,Casey,Maggie's place is in a great central location within walking distance of Central Park and two different subway lines There are also a handful of good restaurants very near We stayed here while our host was out of town While we did experience a couple of issues Maggie worked with us in what ways she could to try to ensure we had a pleasant stay My only complaint is the cats while they were very friendly the litter box did have a slight odor as it was only getting cleaned every other day They also aren't afraid to help themselves to left overs you leave within their reach (haha) Despite our issues Maggie was responsive and did what she could to make this a smooth trip for us ,3
147000,13222801,161813732,2017-06-18,80613345,Uday,Great Place Very close to all the tourist spots,3
46690,29455,1173638,2012-04-23,373260,Marlene,Laurine was excellentVery easy to work with Highly recommend,5
496206,2557654,65355346,2016-03-13,56451121,Jerry,Doug was super awesome and made sure I was comfortable He is also very knowledgeable about the area was was able to point me in the right directions for things I might have wanted to see I was in town seeing a friend who has a pretty active nightlife so I was a little worried about waking Doug but to my surprise he was still up while I was completely exhausted and ready to fall out The apartment is located in a pretty awesome spot within walking distance of anything you couple possibly want to eatThanks for great hospitality Doug,4
374334,84659,44442102,2015-08-26,38987251,Laura,Everything about this booking went smooth with no surprises Great logistics for late check in and check out   Kyle was always available to answer any questions and recommend solutions for my travel arrangements  Like the storage place for my luggage   min taxi ride - extremely fast & straight forward service (city co pilot )   Studio looks like in the pictures clean and quiet  great location in the heart of East Village  Mattress extremely comfortable  Good selection of restaurants and bars around Highly recommend the place ,3
473794,3759009,143151136,2017-04-10,3975501,Cecilia,Studio cosy au calme dans un quartier tendance et proche de la vie nocturne Bien équipéParfait pour un couple Nous étions avec nos enfants de  ans et  ans qui ont dormi sur le canapé-lit ( petit bémol sur le confort du matelas) Nous n'avons pas rencontré Nancy mais elle a tout fait pour faciliter notre arrivée et notre séjour en nous donnant des adresses et conseils Nous recommandons vivement Merci encore pour tout ,1
63070,5482918,105628082,2016-10-02,96755288,Zeyad,Comfortable super clean and quiet  Dean is very nice guy and picked me up from the airpot and helped me to buy my dinner  I mostly recommend Dean and appreciate his hospitality Zeyad   ,5
262049,15872852,162095641,2017-06-19,6594888,Alia,Convenience location and value are words that come to mind when I think of this listing and would definitely recommend this for short or long term stays It's a shared space and the rooms are fully furnished and allow for privacy too This room is facing south and rather quiet which is a luxury in NYC  air conditioning for the hot summers Loved the host who was thoughtful attentive and communicated very well Definitely coming back ,5
726851,16026815,175714464,2017-07-29,97650720,Thomas,Nice clean and quiet place to explorer New York nearby Steinway subway station,5
89408,4308612,49877783,2015-10-07,34068874,Pablo,Nos ha ofrecido en su departamento todas las comodidades de las que disponemos en nuestra propia casa Es un lugar muy cálido y contenedor tal como puede apreciarse en las fotos El barrio es perfecto la localización es inmejorable Luego de largas jornadas caminando y paseando por New York la vuelta al departamento era la vuelta a un lugar que nos reconfortaba,1
268326,843015,11589659,2014-04-08,10403067,Arianna,The apartment is located just few blocks from Time Square ( min walking maximum) in a quiet and safe neighborhood with lots of restaurants nearbyUnfortunately the room and the apartment were not as shown in the pictures all the house is dirty and dusty the room is totally a mess It is equipped with kitchen but is impossible to use it moreover there are no table nor chairsAnyway the bathroom has a hairdryer if you need Netty the owner forget of our reservation and we had to wait for her for an hour to come back home under the rain She was never at home so we had all the apartment for us but would have preferred a person to chat with and who could give us suggestions,4
610454,7281066,174970604,2017-07-27,5636052,Merrielle,Jazmine and her brother Giovanni are wonderful Thank you for your flexibility,5
478217,19221072,189748837,2017-09-02,24986090,Husky,The building is better than previously thought It has elevator and doorman and more important spectacular river view The room is a suitable size The only downside is that the room and the bathroom can not be locked properly ,5
78636,4439737,39604519,2015-07-25,10196427,Tara,The listing accurately reflected the apartment Stephanie was friendly and communication was good The apartment was clean and in a great central location We appreciated the AC unit very much because it was a very hot week Overall we were satisfied with the experience,4
346006,20404465,198513439,2017-09-29,36369973,Sarah,Jeff's place was fantastic It lived up to the photos and was very well maintained in a great part of Brooklyn Jeff was a great host and communicator Would love to stay again Thanks Jeff,3
17902,5340262,114208603,2016-11-16,51032976,Robyn Kate,Easy to use I told Amy when I'd be there and she was ready with the key when I arrived ,5
448748,6577316,64574546,2016-03-05,36091135,Gabriel,Irena was welcoming and the room in her apartment was comfortable and spotless  Her apt is a great option for those staying in Manhattan on a budget,4
246476,14322678,128855868,2017-01-27,600721,Mitch,The host canceled this reservation  days before arrival This is an automated posting,2
659584,1347204,20548703,2014-10-01,16660087,Noemi,A casa era exatamente como nas fotos Muito bonita e aconchegante ,5
635159,4586065,41594630,2015-08-08,31706966,Rodolphe,Adinoyi was a great host very friendly and care taking  If I ever come back to NYC I will probably rent his room again ,2
191340,4812551,68717867,2016-04-06,56550,Alwyn,Nate was a superb host with a great apartment that we could not complain about at all Thanks for the enjoyable stay,2
53468,683518,185049090,2017-08-20,107862098,子云,The apartment is locating in a convenient and beautiful block The only disadvantage is the street noise which indeed affects the sleep,4
582527,15078615,196552801,2017-09-23,56547749,Siyana,A true NYC apartment experience The place is very artsy and well decorated Although small it is the perfect space for two people Two-bedroom Airbnb is a rare find in NYC The location is perfect because it is so close to SOHO and  minutes away from many subway stations It is walking distance from a lot of restaurants and bars but surprisingly quiet area The only drawbacks are the fact that is is a -floor walk up but Vicky helped us so much and we truly appreciate that Another thing the floor in the living room is not leveled But overall love the place truly an NYC experience,5
64117,8213488,63780477,2016-02-27,48702949,Hannah,"Bridgetts Wohnung ist toll Es sind keine zehn Minuten bis zur nächsten u-Bahn Haltestelle und von dort aus  Minuten bis ins Zentrum von ManhattenFür das Geld was man spart lohnt sich die Entfernung allemal und man wohnt dafür in einem richtig authentischen ""GTA""- Viertel in BrooklynBridgett hat die Schlüsselübergabe perfekt organisiert (über keycafe) und sie hat es so beschrieben dass Wir alles direkt gefunden haben Man bekommt ein eigenes Schlafzimmer mit eigener ""Haustür"" zur Verfügung gestellt und wir wurden mit Snacks und kalten Getränken empfangenLohnt sich auf jeden Fall",5
640196,15759302,121877025,2016-12-19,77560035,A,The location is perfect  You can do several things without using subway Mateo wasn't there during our we but he asked us news Just  thing to say  it was cold inside but we had hopefully big blankets in the room I clearly recommend your place ,5
5050,616659,76061198,2016-05-24,25520790,Brian,Katie met us at the appointed time and gave us a run through of the apartment and the building  Staff member Andrew did a great job cleaning and prepping apartment  Bed very comfortable for two  Photos and descriptions very accurate Laundry in basement a plusBuilding was very well placed in vibrant UES  Everything you need nearby  Scores and scores of restaurants and bars public library and houses of worship  Short walk to th St subway line one way and East River promanade the otherThere is a TV and dvd player and many dvds  Used in-house wi-fi to watch my subscribed Netflix and HBO-Go Only drawback no cable TV for those that may enjoy that  I brought my own HD rabbit ear antenna ( Wal Mart) to get the local channels and it worked greatKatie and Mike very responsible and concerned hosts  Thanks for a great stay,4
184466,1029118,176228372,2017-07-30,126410845,Ben,A clean place in a great area of the city Akilah is communicative I'd stay here again,3
773821,5018864,115301889,2016-11-23,16423732,Diana,Ilya was very helpful during our stay and made us feel at home The location is great Close to many restaurants and a Traders Joe,3
775498,13372847,149901461,2017-05-06,15499558,Judi,Great location and very accommodating host  Space very functionallarge bedroom/living space with separate walk in closet  Works especially well if you're planning to eat out or carry inkitchen more like a suite hotel than an apartment,4
478567,8398955,134258183,2017-02-26,114678283,Christine,This is a very nice and comfortable stay This is my second stay and I will definitely stay here again I already feel like I live here Laura is friendly and so is her family I felt welcomed with open arms Laura and her family is a great host ,5
773810,5018864,55474778,2015-12-01,2074815,Roman,Илья очень гостеприимный и открытый человекIlya is a hospitable host and interesting personАпартамент не соответствует описанию я жил совсем по другому адресу и в другом апартаменте В квартире царил холостяцкий беспорядок и было грязно давно не убиралисьApartment address is not correct Apartment was dirty Ilya doesn't like to make cleaning regularly,4
22976,6487933,178033029,2017-08-04,172315,Niki,What a find This beautiful place is tidy and perfectly decorated with art and amenities clean and neat yet absolutely lived inIt has all the comfort of all the things you need knowing that it's their home so you treat it like it's yours - except better Their cat is the most unusually sweet creature Gentle and quiet and absolutely gorgeous Not a nervous or fearful cat at all I may have over fed her out of a weakness for pixie faces The area is perfect Right near the main subway trains and walking distance to the bridge Bicycles are plenty and you can get one of those citibikes near byGrocery store one block down had everything Could have stayed there forever Thank you to my hosts for being very very trusting with their home and their pet,5
99906,4270499,112770403,2016-11-07,99364471,Chen,房源完全如照片一樣。各種用品廚具一應俱全非常的整潔舒適。房東親切體貼有任何問題都可以詢問。附近的街區生活機能便利步行即可到達小時的超市以及多家美味的餐廳。附近感覺治安良好晚上點多從捷運走回去也很安全。,5
229235,17570802,173073788,2017-07-22,41812802,Eleonora,The room was clean and cozy The ap itself was full of funny stuff and decor and also they have  cats Hosts are really nice and helpful guys From Matthew we found out that they have a ferry going to Manhattan in  min walk,5
91003,15008979,103094316,2016-09-20,58380130,Ronail & Stacy,Very clean house  And very clean room elvin in his wife did a great job fitting us in the unit at the last minute Super nice people I would recommend anyone to this lovely room ,5
741404,535631,160084044,2017-06-12,132596543,Neil,Wendy's place is in a great location She is a wonderful host leaving good recommendations for us of restaurants and places to visit The beer in the fridge on our arrival was a very welcome treat She is very quick to respond to queries etc Lots of good places to eat and drink close by Ess-a-bagel was particularly great for breakfast,3
604840,2623348,19045668,2014-09-05,2978021,Daniel,First time using airbnb and I can say it was an unbelievably pleasant experience Michael's hospitality was also amazing FYI I had to switch schedules with him over  times (arrival / departures) but he was very patient and flexibleAlso like the previous commenter this is in a richer neighborhood so the price is more than reasonable It's also very close to the nearby train stationsOverall best experience yet,5
1862,9945496,150342416,2017-05-07,74061390,Devon,Leroy's place is phenomenal It is incredibly spacious promotes comfort and comes with wonderful amenities that should definitely be utilized if you wish to have a wholesome experience What's depicted through the photos is accurate and what's described in the listing is as well This space is dynamic in the sense that it gives you access to a variety of notable locations restaurants and inspires you consider things you probably never thought of prior to booking What seems to be the average booking price truly makes this an opportunity beyond worthwhile I definitely encourage whoever is interested to plan ahead to maximize the time  Above all else Leroy is an amazing host He went out of his way to make sure my guest and I were comfortable throughout our experience He was also easily accessible and was extremely communicative I thoroughly enjoyed the experience ,5
781169,1924645,35581570,2015-06-20,1179205,Mike,Quick and easy communication with Ellen Apartment is in a good location in Williamsburg short walk to Lorimer L station and really close to McCarren Park Would stay again,4
87445,651375,164250111,2017-06-26,1580385,Cressida,This was the second time we've stayed in Lisa's apartment and I'm sure we will be back again It really is something special Not only is it a comfortable and superbly equipped apartment with lovely furniture and decor but it is perfectly located in the middle of all you'd need in a neighbourhood Close to subways shops and restaurants Easy to get around Lisa herself was incredibly helpful and hospitable Couldn't ask for more ,4
726927,8793503,77911516,2016-06-04,55259375,Iga,Room was ok Place is close to the metro line and there is a great bajgel place at the corner Unfortunately the bathroom was extremely dirty and we weren't able to lock the room ,5
252433,741783,22421318,2014-11-05,13155273,Ryan,Nice little apartment Great location with tons of restaurants and shops close by Bathroom could have been better but overall good spot,4
477362,2517989,57144579,2015-12-22,2598067,Manny,John's place is beautiful exactly as it appears in the photos and situated wonderfully on a quiet street in Nolita extremely close to all the shopping and eating in Soho Lower East Side to name a few neighbourhoods As a host John was fantastic — responsive and communicative and made sure I had everything I needed Highly recommended for a weekend getaway,5
401631,6569350,87626450,2016-07-21,24448739,Jan David,We stayed in the apartment as a family  of  and enjoyed it very much   It is very conveniently located just  minutes from subway station Cafes restaurants and shops nearby The apartment is well equipped with everything we needed for a short trip to NYC Great place for a trip to The City Communication with Gregory is easy and reliant We will try to come back soon,4
210242,18033544,155206855,2017-05-27,130788881,Sam,Kana is amazing and her place is  clean and cozy ,5
529364,83243,134681193,2017-02-28,52033698,Yaitelina,Place was super nice,5
794863,6660330,38864856,2015-07-19,35199305,Kim,Our host Tom was very responsive to all of my questions and was able to accommodate our late check-in The neighborhood was perfect for our trip with many restaurants and places of interest within walking distance The flat was spacious and comfortable and quiet We didn't see or hear anyone else in the building at all I'm looking forward to adding this location to our annual trek to NYC We are hooked on airbnb,5
150484,17921546,178498281,2017-08-05,34135199,Andrea,Demetrius è stato gentile e disponibile per quanto riguarda l'orario del check in e lo ringrazio Quartiere abbastanza tranquillo in ottima posizione Vicinissimo alla metro con  fermate sei in centro A pochi minuti a piedi c'è un ottimo punto panoramico sulla città  Supermercato a pochi passi Appartamento carino e pulito Lo consiglio,5
489478,5354796,48298065,2015-09-25,30831376,Vendula,The stay was awesome I can very recommend it Everything was clean perfect Wi-Fi connection huge bedetc Rossy Carmen and Juan are very kind people,5
175074,953951,137153791,2017-03-13,1119143,Andrés,Had a fantastic stay I cannot recommend Nikki's apartment enough Her place is fantastic On the th floor of an elevator building A true  bedroom with a separate living room kitchen and good bathroom In the West Village near subway buses great coffee shops bars and restaurants It's also a  minute walk from The Whitney Museum and The High Line Nikki is super nice and very accommodating I plan to stay here again soon,5
237254,6249050,123513467,2016-12-29,98840040,Michelle,The room was clean and everything was fine Would stay at Poojas room again,5
329538,9794364,149869999,2017-05-06,119281489,Fernando,Habitacion muy comoda baño muy limpio Excelente anfitrion entramos y salimos a diferentes horarios y ningun problema barrio muy seguro y facil de acceder y manejarte x todo manhattan ,5
472893,1866131,96786436,2016-08-24,75296702,Anuar,everything was perfect great location the aparment was the same as photos recommended,3
548915,5121,31806,2010-03-28,83361,Franziska,I can definately recommend Garon's place he's a great host- always willing to help and to share experiences at the same time he gives you enough space for yourself in a way that gives you the feeling of being totally respected and welcometwo cute cats and very friendly neighbours that'll help you if you have problems with new yorker doors and keysFranzi,2
90255,197948,188446225,2017-08-29,104112995,Ryan,The host canceled this reservation  days before arrival This is an automated posting,2
347755,7905098,163675964,2017-06-25,37482624,Danielle,This was my second time staying with Víctor and this time I brought my  year old daughter with me and she loved it as much as I did the first time Víctor is super communicative cool informative and his wife Clara is just as lovely Highly recommend staying here,5
376525,3664439,116787624,2016-12-03,105493394,Catalina,LugarMuy céntrico Buen barrio Alicia tieneMuy buena voluntad y losOrienta con las direccionesBuen lugar para alojarse unos dias y viaje pasajero,5
303295,1439162,8689884,2013-11-12,9111327,JoAnn,My daughter and I were very pleased with our stay at Geraldine's apartment We appreciated the on-street free parking for our car and the close subway stop The apartment was clean and comfortable and the neighborhood felt very safe Geraldine was a charming host and seemed to be willing to meet our needs if we had had any All of our needs were met We would recommend her place to anyone,4
96837,4197614,194348514,2017-09-16,142810706,Alice,房屋位置不错环境美室内干净没有地毯就好了不过地铁不好找没有早餐,5
422979,14761108,107207011,2016-10-09,95580485,Josh,Was a great little apartment Basically two rooms bedroom and common/kitchen and living room area with a bathroom but when your in NYC that's all you need Clean and some of the best communication prior and during the trip Classic lower manhattan  apartment ,4
625901,917739,104316192,2016-09-26,64200366,Chunyan,房子处于曼哈顿中城离中央火车站分钟的步行距离房子是战前老建筑隔音效果差尤其靠路边的一个卧室在繁华的曼哈顿没有任何安静时刻整套房屋宽敞舒适。房东反应迅速有问必答遗憾没有能遇见。,5
542466,5470215,113719949,2016-11-13,59009521,Jonathon,Jessica was nice and the apartment was well located and in a safe neighborhood ,4
196926,11621771,66926908,2016-03-25,32365140,Alison,Everything was great Apartment was super cute and clean and has everything you need Location is great walking distance to just about everything we wanted to do and see The walls were thin so just have to keep in mind this is an inside voice only location but it is worth it Hunter was also a great host and I would definitely stay here again ,3
102355,6132757,113940979,2016-11-14,15054405,Christopher,Alma was a great host She is warm welcoming and communicative Her apartment is comfortable the bedroom was spacious and clean and the location is excellent I would absolutely stay again,4
801631,11362459,98087093,2016-08-29,714395,Catherine,Ava's studio apartment is lovely spot in the super safe Hasidic Jewish neighbourhood of Williamsburg Very close to trains it's a great spot to stay if you're visiting the city ,4
204415,4833671,46562953,2015-09-11,43458905,Michelle,I was in town for Fashion Week and decided to use AirBNB for the first time Being new to the system I had lots of questions and actually had the woman I was going to travel with back out at the last minute  Sheila was lovely and accommodating of all my various changes and a lovely hostessSheila's home is clean and inviting She is welcoming friendly and a great conversationalist  I definitely enjoyed my experience and recommend it to everyone  -),5
767749,14153230,103455120,2016-09-22,48055912,Misato,Newly renovated large & clean bathroom that makes you comfortable Generally well organized place for visitors like hotel very east to get accustomed),5
66763,10958463,82558995,2016-06-28,29798807,Adriana,Paulo es encantador y muy atento tanto él como Daniel estuvieron siempre muy interesados en que nuestra estancia fuese satisfactoria Se involucraron mucho para que tuviesemos de todo en el apartamento y fuera de él también El apartamento genial y ellos insuperables una experiencia maravillosa que recomiendo sin duda alguna La zona muy tranquila y recomendable también el apartamento está próximo a la estación de metro con supermercados y restaurantes al lado,1
527825,9792286,100768897,2016-09-10,43556217,Rob,As first time AirBnbers we were completely blown away by AaronHe has an amazing knowledge of the local area and his suggestions for food and drink were always spot onThe location is absolutely perfect for exploring Manhattan The F train is only a  minute walk away and will take you right into the heart of NYC Aaron's apartment Is really clean and he made us feel at home from the minute we arrivedOverall I can't fault this place in anyway An all round /Rob and Frankie ),5
709760,5851500,74586378,2016-05-16,70358505,Rafael,Gostei muito da minha estadia o apartamento era organizado e muito limpo Leo é bastante simpatico conversamos bastante sobre a minha cultura e a dele um bom papo Se for viajar pra NY novamente vou procurar seu anuncio para ficar novamente Bem próximo do metro,5
361673,5647453,46890319,2015-09-14,2715302,Erika,There could not have been a more perfect house for our most special wedding weekend We stayed with our closest family who all slept comfortably on a mix of beds and air mattresses I loved getting ready in the gorgeous master suite and relaxing on the private back patio Clyde was extremely welcoming accessible and helpful Overall it was an amazing experience in the brownstone and I would highly recommend to anyone looking for an exceptional home in Brooklyn in a wonderful neighborhood with warm and friendly hosts,5
255814,743090,4757653,2013-05-24,5512905,Julie,"Staying at Laure ´s was great Location is really nice easy access to subway stations and from the airport Nice Brooklyn neighborhoods nearby Laure was very welcoming and we could feel very quickly ""home"" Brooklyn is the perfect place to stay when you visit New York ",5
274022,16361717,133931102,2017-02-25,21620236,Carita,Will stay here again,5
413036,2071420,18415174,2014-08-26,13690855,Joel,We were very satisfied with the apartment It is pleasant quiet neighborhood Wade was polite and helpful We didn't need to use the air conditioning at all,4
251664,891117,10584058,2014-02-25,3973614,Christian,Better than a hotel You feel like a real New Yorker,5
71577,14808007,158180625,2017-06-05,63047900,Caleb,Great location in east village So close to neat little resturants hip coffee shops and bars Very private area of the apartment only saw one roommate once after  days he was really friendly and Craig was super cool too Very convient small room for  people with a TV close to a small bathroom but its all you need plus you get the NYC feels from this place Bit noisy at night at times but usually didnt last too long Recommend this place for sure If you are a traveller and looking for a more local experience this is the place to be ,5
342075,16936036,148010968,2017-04-29,7073636,Daniel,Andrew is a welcoming host and his room is as described and depicted ,2
164118,12130236,75547856,2016-05-22,25297711,Greg,Eric and his wife were wonderful  Their communication prior to arrival and during my stay could not have been better On arrival there was a  well stocked refrigerator with water juices soda milk and yogurt    In addition they provided cereal fruit and breakfast bars in the room The location is excellent only a couple blocks from the beach and one block form numerous restaurants and stores on th StreetThe photographs accurately depict the space which is very nice  The sleeper sofa is the most comfortable I have ever slept onI highly recommend the space,5
688869,9110135,55841841,2015-12-06,21194966,Venu,Allie was friendly and was always available Her place was very clean and it was very convenient for us to go around It's just  miles from Time square and half mile from central park ,5
67516,6993958,45348014,2015-09-01,42716981,Justine,The room and accommodation were very clean There were indications about the subway nearby restaurants and instructions to follow well signposted Thank you very much it was appreciated The conditioned air was included in the room really good For cons the area neighborhood was dirty smelly and poorly welcoming Don't rely on it If you need a place to sleep I strongly recommend you this place ( room apartment ),5
525207,13271323,151182285,2017-05-11,61795636,Tiziana,Very tidy and nice appartment in a perfect location Hanya and Talha took care of us the whole time Perfect organization of picking up and returning keys,5
508652,457829,105390062,2016-10-01,71690994,Laura,Wir sind Abends in Apartment angekommen und haben direkt einen unangenehmen Geruch bemerkt Da Die Gastgeberin mit einem Zettel am Kühlschrank verbietet die Fenster zu öffnen sind wir diesen auch nicht wirklich los geworden Die Zimmer sind durch türen schließbar welche über dem Türrahmen ein großes Loch aufweist Überall sind Kabel und Ablußrohre mitten durch die Zimmer verteilt Das Apartment erscheint allgemein ziemlich dreckig und abgewöhnt (kaputte Möbelstücke) Das schlimmste ist allerdings das Bad Eine kleine Nasszelle mit einem Mini-Waschbecken (eher für ein Gäste-WC gedacht) und einer schimmeligen DuscheWir haben noch am selben Abend Kontakt mit der Gastgeberin und Airbnb aufgenommen Die Gastgeberin hat auf unsere Nachricht nicht reagiert Dank der schnellen Bearbeitung durch Airbnb dürften wir am nächsten Tag unseren Aufenthalt stornieren und umziehen ,4
667350,51485,1246381,2012-05-08,334795,Jesse,Great and discret host great location for a very low price We highly recommand Erina's place Plus her cat is just adorable,3
57073,1093570,116444418,2016-11-30,97014063,Ibrahim,Close to city so very convenient But Neighbors were incredibly loud at night blasting music,5
61515,640691,29479746,2015-04-08,23705903,David,Lovely kind and accommodating hosts  Beautiful home  Very nice facilities (private bed and bath access to backyard)  Great eclectic neighborhood with lots of fun shops restaurants  Super convenient to transportation (F train on corner - quick trip into Manhattan)  ,5
113994,2413607,124710400,2017-01-02,60557475,Jessica,Joseph was an amazing host He answered all of our questions He was Very helpful & informative The location was perfect It was close to Times Square Central Park and the subway to get around to any other destinations The house was clean and bed was comfy and we were very grateful to have stayed there  ,5
577378,2591213,50589945,2015-10-12,16278891,Elizabeth,Beautiful room in a great location Although it was only for one night Suzanne made us feel right at home while maintaining a professional atmosphere Breakfast was delicious and the garden in which we are was gorgeous Couldn't have asked for anything more and will definitely come back next time were in town ,3
596211,19220034,172052421,2017-07-19,92116846,Paula,Really great location so accessible with the Q subway literally stops at the top of the road so a  minute walk to the apartment Lovely safe area with shops and restaurants nearby but very quiet in the apartment Small studio apartment but perfect for two people and most people visiting New York are out and about all day anyway Studio was well equipped and clean with towels provided and good wifi connection Brian was a  great host and left us a lovely gift of wine and cake on our arrival  as we were celebrating my birthday and my daughters graduation Would definitely recommend this apartment to anyone visiting New York in the future,4
297576,10410795,99471186,2016-09-05,47328285,Brendan,Joe's place was exactly as advertised It is not overly extravagant but it is clean and a great location to access the rest of the city The access to multiple subway lines leaves most areas of the city just a few stops away If you don't want to take the train Hell's Kitchen is a cool neighborhood There are a wide variety of great restaurants within a couple blocks (ie Mexican Russian Japanese Italian) Joe was really helpful by leaving a set of keys out for us He also provided personal recommendations for the local restaurants I recommend staying at Joe's place (especially if you are comfortable using the subway),5
661311,566712,193194190,2017-09-12,1637720,Lola,Great apartment in the best location Marianna is the perfect host very nice and helpful The apartment was very clean and the room is perfect to spend some days visiting New York Very close to bars and restaurants I would highly recommend Marianna's,4
123762,17254411,197497643,2017-09-25,4435638,Carolina,The place was nice and well maintained exactly as posted in the pictures Perfect apartment for - people with a queen bed in the bedroom and a comfy sofa bed in the living room Within walking distance of the apartment there are some restaurants and bars and La Guardia airport is  minutes away by cab To go to Manhattan I would recommend the subway (- minutes walk to the station and  minutes ride) because traffic is terrible and and a cab/uber can be expensive,4
256017,568743,25633257,2015-01-21,11127706,Helene Og Simon,We had a great time in a very nice place of Manhatten Thx ,3
710230,5918653,56176623,2015-12-09,7706184,Wesley,I found myself in a bit of a bind when I arrived in New York because the original airbnb host never responded to an instant book After speaking with the airbnb customer service rep (Devin was awesome) about the situation he provided me with a few options and Ben responded immediately to my request Ben provided me with everything I needed and the place was perfect for the one night stay The place is in a great location near the Flatiron district and Greenwich Village with many options for food and drinks The place itself is comfortable and has a great kitchen if you plan to be there for an extended stay,3
549605,9944860,191672491,2017-09-08,8381244,Marc,We had a really nice time The appartement is great and the location is incredible,3
683890,9434105,147019227,2017-04-24,118583959,Brittany,Staying at Luiz and Daniel's home made my stay in New York much better than I could have imagined They are both so welcoming and are always there (either in person or by phone) to answer any questions and give suggestions They actually enjoy spending time with their guests and getting to know them The room is very spacious and clean and the bed is so comfortable The subway station is only right across the street from their home so you don't have to walk very far to get anywhere in the city I would stay with Luiz and Daniel again in a heart beat,5
197136,113265,20012094,2014-09-22,7607226,Nicole,My staying at Anthony's was perfect The room was big and fully-furnished and the bathroom was so clean that I can enjoy a hot bubble bath every day I miss this room so much and will definitely choose to stay there again next time,5
299667,504938,17064629,2014-08-06,18193623,Liron,Great apartment great host Chris is a wonderful host-he was thoughtful answered any question we had and really tried to make our stay as easy and smooth as possible  The apartment was fully equipped with everything you might need Clean tidy and in a great location close to the subway pubs restaurants and the Hudson river I recommend booking Chris's place without a doubt We had an amazing time   ,3
502635,5434654,34987424,2015-06-14,29912794,Frances,Best experience ever I took my siblings and nephews as a gift for their birthday and graduation   This was our first time in NYC and as the adult taking care of  made me nervous and scared Marvin and Sophia picked us up from the airport and on our way to the house Sophia gave us tips and advice on places to visit as well as how to get there They showed us around the home and after along  hour flight they had breakfast ready for us Beagles cereal coffee and muffins Sophia and Marvin were sweet and kind we felt safe throughout our stay they would message me to make sure we were ok they also made them selves available for rides if needed That reassured me that we were safe I knew if we were to get lost they were only a call away The home was excellent exactly how it looks in the pictures very clean and well equipped fit  perfectly The subway was  blocks away really easy to find I can go on and on of how great and beautiful this home is not only the home the host's aswell but I'd rather you visit and see for your self Marvin and Sophia made this experience a wonderful one to know that there is kind people that truly care and want your vacation to be a great one They made us feel like family dropped us off at am at the airport and we said our goodbyes with a warm hug I wouldn't call it a goodbye but more like a see you soon because there is no other place we'd rather stay but with them,5
584498,15127414,159010053,2017-06-09,33681426,Padraic,Cute place nice location beautiful backyard and patio A block from the subway and close to grocery stores and restaurants Trisha has anticipated her guests needs so well and included many thoughtful extras that made it feel like coming home ,5
451638,16000465,128477521,2017-01-24,112321822,Lucy,The host canceled this reservation  days before arrival This is an automated posting,2
26936,2359340,163923756,2017-06-25,49220474,Kenny,Great location Checkin and checkout were a breeze Slept  comfortably Would definitely recommend/stay there again ,3
214545,5106020,71115590,2016-04-23,63473640,Anna,Excellent location responsive and friendly host smooth check-in pleasant decor very clean sleeping loft fun photos accurate family friendly  Bathroom and kitchen so-so,2
662533,726465,56125961,2015-12-09,47935502,Colette,This place is a sanctuary Elli has created a quiet relaxing spacious minimalist atmosphere in a building that is removed just enough from bustling streets to feel calm and at the same time it's a few blocks to all the precious cafes restaurants shops and parks in Williamsburg Elli is a thoughtful host who gave me a great introduction to the kinds of places I wanted to visit and she even magically produced an ice pack when I strained a muscle Loved my experience and would return in a heartbeat,3
389440,7686940,117337042,2016-12-06,99063042,Ida,I had a wonderful stay with Jurmain and his father The entire apartment is spotless They were so welcoming and kind and made me feel very much at home I'm so grateful for their incredible hospitality and would definitely stay with them again if my travels ever bring me back this way,4
240591,823520,30886232,2015-04-28,30455509,Nancy,Everything was perfect The photos are accurate location amazing and well worth booking The best part was meeting and chatting to art and Ed and sharing their knowledge and love of nyc Would return in a heart beat ,5
244163,6410814,149946147,2017-05-06,11098152,Winnie,Stacey's place was perfect for our first New York trip It was cozy and right across from Vanessa's dumpling house (must try) Her place was right by the subway and we were able to reach most tourist areas within  mins Stacey was very accommodating and directed us to the must-see areas and restaurants I would % recommend her place and look forward to staying again ,5
